elapsed_time_s,tracking_error_m
45.004,0.0012
45.048,0.1603
45.049,0.1427
45.049,0.1251
45.049,0.1075
45.049,0.0898
45.049,0.0719
45.049,0.0541
45.049,0.0362
45.049,0.0183
45.055,0.0008
45.096,0.1268
45.096,0.1088
45.096,0.0908
45.096,0.0726
45.096,0.0545
45.096,0.0364
45.097,0.0181
45.097,0.0007
45.099,0.0180
45.104,0.0007
45.153,0.1654
45.153,0.1471
45.153,0.1287
45.153,0.1103
45.153,0.0918
45.153,0.0734
45.153,0.0547
45.153,0.0363
45.153,0.0177
45.154,0.0011
45.159,0.0176
45.200,0.1481
45.201,0.1296
45.201,0.1110
45.201,0.0922
45.201,0.0735
45.201,0.0547
45.201,0.0359
45.201,0.0172
45.205,0.0015
45.209,0.0172
45.252,0.1488
45.253,0.1300
45.253,0.1109
45.253,0.0922
45.253,0.0734
45.253,0.0545
45.253,0.0356
45.253,0.0168
45.255,0.0022
45.259,0.0167
45.301,0.1485
45.301,0.1296
45.301,0.1107
45.301,0.0918
45.301,0.0729
45.301,0.0540
45.301,0.0351
45.301,0.0160
45.304,0.0030
45.309,0.0161
45.353,0.1477
45.353,0.1288
45.353,0.1097
45.353,0.0910
45.353,0.0722
45.353,0.0532
45.353,0.0343
45.353,0.0154
45.354,0.0036
45.359,0.0152
45.405,0.1464
45.405,0.1275
45.405,0.1087
45.405,0.0898
45.405,0.0711
45.405,0.0523
45.405,0.0335
45.405,0.0148
45.405,0.0040
45.410,0.0145
45.452,0.1442
45.452,0.1255
45.453,0.1069
45.453,0.0882
45.453,0.0696
45.453,0.0510
45.453,0.0323
45.453,0.0138
45.454,0.0048
45.459,0.0137
45.500,0.1415
45.500,0.1231
45.500,0.1047
45.500,0.0863
45.500,0.0679
45.500,0.0495
45.500,0.0313
45.500,0.0131
45.504,0.0053
45.509,0.0129
45.553,0.1382
45.553,0.1200
45.553,0.1022
45.553,0.0840
45.553,0.0660
45.553,0.0480
45.553,0.0301
45.553,0.0123
45.554,0.0058
45.559,0.0120
45.605,0.1345
45.605,0.1168
45.605,0.0990
45.605,0.0814
45.605,0.0639
45.605,0.0463
45.605,0.0287
45.605,0.0113
45.606,0.0065
45.609,0.0112
45.657,0.1306
45.657,0.1133
45.657,0.0960
45.657,0.0788
45.657,0.0617
45.657,0.0446
45.657,0.0274
45.657,0.0105
45.657,0.0068
45.660,0.0103
45.664,0.0068
45.708,0.1421
45.708,0.1254
45.708,0.1086
45.708,0.0920
45.708,0.0754
45.708,0.0588
45.708,0.0422
45.708,0.0258
45.709,0.0093
45.714,0.0072
45.756,0.1055
45.756,0.0893
45.757,0.0732
45.757,0.0569
45.757,0.0408
45.757,0.0247
45.757,0.0089
45.757,0.0073
45.759,0.0087
45.764,0.0075
45.808,0.1319
45.808,0.1162
45.808,0.1007
45.808,0.0850
45.808,0.0695
45.808,0.0539
45.808,0.0385
45.808,0.0231
45.809,0.0079
45.814,0.0078
45.857,0.0973
45.857,0.0822
45.857,0.0671
45.857,0.0520
45.857,0.0370
45.857,0.0221
45.857,0.0074
45.857,0.0079
45.859,0.0072
45.864,0.0079
45.909,0.1217
45.909,0.1071
45.909,0.0925
45.909,0.0780
45.909,0.0636
45.909,0.0492
45.909,0.0349
45.909,0.0207
45.910,0.0066
45.914,0.0081
45.961,0.1165
45.961,0.1026
45.961,0.0886
45.961,0.0747
45.961,0.0608
45.961,0.0470
45.961,0.0332
45.961,0.0195
45.961,0.0061
45.964,0.0081
45.969,0.0060
46.012,0.0982
46.013,0.0848
46.013,0.0714
46.013,0.0581
46.013,0.0448
46.013,0.0316
46.013,0.0185
46.013,0.0056
46.015,0.0082
46.019,0.0054
46.060,0.0942
46.061,0.0813
46.061,0.0684
46.061,0.0556
46.061,0.0428
46.061,0.0301
46.061,0.0176
46.061,0.0054
46.065,0.0081
46.069,0.0053
46.112,0.0904
46.113,0.0780
46.113,0.0656
46.113,0.0533
46.113,0.0411
46.113,0.0289
46.113,0.0168
46.113,0.0053
46.114,0.0081
46.119,0.0052
46.164,0.0871
46.164,0.0752
46.164,0.0633
46.164,0.0515
46.164,0.0397
46.165,0.0280
46.165,0.0164
46.165,0.0055
46.165,0.0080
46.169,0.0055
46.216,0.0844
46.217,0.0729
46.217,0.0614
46.217,0.0500
46.217,0.0386
46.217,0.0273
46.217,0.0161
46.217,0.0058
46.217,0.0078
46.220,0.0059
46.224,0.0078
46.268,0.0933
46.269,0.0821
46.269,0.0710
46.269,0.0599
46.269,0.0489
46.269,0.0379
46.269,0.0270
46.269,0.0162
46.270,0.0064
46.274,0.0076
46.316,0.0704
46.317,0.0595
46.317,0.0486
46.317,0.0379
46.317,0.0271
46.317,0.0166
46.317,0.0069
46.317,0.0074
46.319,0.0070
46.324,0.0074
46.368,0.0918
46.369,0.0811
46.369,0.0703
46.369,0.0596
46.369,0.0488
46.369,0.0382
46.369,0.0276
46.369,0.0172
46.370,0.0076
46.374,0.0072
46.416,0.0708
46.416,0.0602
46.416,0.0495
46.416,0.0389
46.417,0.0282
46.417,0.0178
46.417,0.0082
46.417,0.0069
46.419,0.0083
46.424,0.0069
46.468,0.0939
46.469,0.0831
46.469,0.0724
46.469,0.0616
46.469,0.0508
46.469,0.0400
46.469,0.0294
46.469,0.0188
46.470,0.0089
46.474,0.0066
46.516,0.0739
46.517,0.0630
46.517,0.0521
46.517,0.0412
46.517,0.0303
46.517,0.0195
46.517,0.0094
46.517,0.0063
46.519,0.0096
46.524,0.0063
46.568,0.0991
46.569,0.0879
46.569,0.0767
46.569,0.0655
46.569,0.0543
46.569,0.0430
46.569,0.0318
46.569,0.0207
46.569,0.0101
46.574,0.0060
46.616,0.0790
46.616,0.0675
46.616,0.0559
46.616,0.0445
46.616,0.0329
46.616,0.0215
46.616,0.0105
46.616,0.0057
46.619,0.0106
46.624,0.0056
46.669,0.1064
46.669,0.0946
46.669,0.0827
46.669,0.0707
46.669,0.0587
46.669,0.0467
46.669,0.0347
46.669,0.0227
46.670,0.0111
46.674,0.0054
46.718,0.1106
46.718,0.0983
46.718,0.0859
46.718,0.0735
46.718,0.0611
46.718,0.0486
46.718,0.0362
46.718,0.0237
46.720,0.0115
46.724,0.0051
46.772,0.1148
46.772,0.1021
46.772,0.0893
46.772,0.0764
46.772,0.0636
46.772,0.0506
46.772,0.0376
46.772,0.0247
46.772,0.0120
46.774,0.0048
46.779,0.0121
46.820,0.1060
46.820,0.0927
46.820,0.0793
46.820,0.0660
46.821,0.0526
46.821,0.0391
46.821,0.0257
46.821,0.0124
46.824,0.0045
46.829,0.0125
46.872,0.1100
46.873,0.0962
46.873,0.0823
46.873,0.0684
46.873,0.0544
46.873,0.0404
46.873,0.0266
46.873,0.0127
46.875,0.0043
46.879,0.0129
46.925,0.1140
46.925,0.0995
46.925,0.0852
46.925,0.0708
46.925,0.0564
46.925,0.0419
46.925,0.0274
46.925,0.0130
46.925,0.0041
46.929,0.0131
46.973,0.1178
46.973,0.1029
46.973,0.0881
46.973,0.0732
46.973,0.0582
46.973,0.0432
46.973,0.0282
46.973,0.0133
46.975,0.0040
46.979,0.0133
47.020,0.1214
47.021,0.1061
47.021,0.0907
47.021,0.0754
47.021,0.0598
47.021,0.0445
47.021,0.0290
47.021,0.0135
47.025,0.0039
47.029,0.0135
47.072,0.1249
47.072,0.1092
47.073,0.0933
47.073,0.0774
47.073,0.0614
47.073,0.0456
47.073,0.0297
47.073,0.0137
47.074,0.0038
47.079,0.0137
47.125,0.1283
47.125,0.1121
47.125,0.0957
47.125,0.0793
47.125,0.0631
47.125,0.0466
47.125,0.0301
47.125,0.0138
47.125,0.0039
47.129,0.0139
47.177,0.1314
47.177,0.1146
47.177,0.0980
47.177,0.0811
47.177,0.0644
47.177,0.0476
47.177,0.0308
47.177,0.0140
47.177,0.0039
47.179,0.0140
47.184,0.0040
47.228,0.1519
47.229,0.1347
47.229,0.1177
47.229,0.1005
47.229,0.0832
47.229,0.0660
47.229,0.0487
47.229,0.0314
47.229,0.0140
47.234,0.0040
47.277,0.1194
47.277,0.1020
47.277,0.0844
47.277,0.0668
47.277,0.0491
47.277,0.0315
47.277,0.0140
47.277,0.0043
47.280,0.0140
47.284,0.0042
47.328,0.1577
47.328,0.1398
47.329,0.1220
47.329,0.1041
47.329,0.0861
47.329,0.0680
47.329,0.0501
47.329,0.0320
47.329,0.0140
47.334,0.0045
47.376,0.1234
47.376,0.1052
47.376,0.0870
47.377,0.0687
47.377,0.0505
47.377,0.0322
47.377,0.0138
47.377,0.0048
47.379,0.0139
47.384,0.0047
47.429,0.1624
47.429,0.1439
47.429,0.1254
47.429,0.1069
47.429,0.0885
47.429,0.0698
47.429,0.0512
47.429,0.0325
47.430,0.0139
47.434,0.0049
47.476,0.1265
47.476,0.1079
47.476,0.0891
47.476,0.0703
47.476,0.0515
47.476,0.0327
47.476,0.0138
47.476,0.0051
47.480,0.0137
47.484,0.0052
47.528,0.1662
47.528,0.1473
47.528,0.1281
47.528,0.1092
47.528,0.0900
47.528,0.0711
47.528,0.0520
47.528,0.0328
47.529,0.0138
47.534,0.0054
47.576,0.1291
47.576,0.1099
47.576,0.0907
47.576,0.0714
47.576,0.0521
47.576,0.0329
47.576,0.0137
47.576,0.0057
47.579,0.0136
47.584,0.0057
47.632,0.1691
47.632,0.1497
47.632,0.1303
47.632,0.1108
47.632,0.0913
47.632,0.0720
47.632,0.0525
47.632,0.0328
47.632,0.0135
47.634,0.0061
47.639,0.0133
47.680,0.1506
47.681,0.1309
47.681,0.1114
47.681,0.0918
47.681,0.0722
47.681,0.0526
47.681,0.0330
47.681,0.0133
47.684,0.0063
47.689,0.0133
47.733,0.1513
47.733,0.1316
47.733,0.1119
47.733,0.0922
47.733,0.0724
47.733,0.0527
47.733,0.0330
47.733,0.0131
47.735,0.0067
47.739,0.0131
47.780,0.1516
47.780,0.1319
47.780,0.1121
47.780,0.0922
47.780,0.0724
47.780,0.0525
47.780,0.0326
47.780,0.0127
47.784,0.0071
47.789,0.0130
47.833,0.1523
47.833,0.1324
47.833,0.1125
47.833,0.0925
47.833,0.0726
47.833,0.0523
47.833,0.0328
47.833,0.0128
47.835,0.0072
47.839,0.0128
47.880,0.1525
47.881,0.1325
47.881,0.1126
47.881,0.0926
47.881,0.0726
47.881,0.0526
47.881,0.0326
47.881,0.0126
47.884,0.0075
47.889,0.0126
47.932,0.1526
47.933,0.1324
47.933,0.1125
47.933,0.0925
47.933,0.0725
47.933,0.0524
47.933,0.0324
47.933,0.0124
47.935,0.0077
47.939,0.0124
47.981,0.1524
47.981,0.1322
47.981,0.1123
47.981,0.0923
47.981,0.0721
47.981,0.0523
47.981,0.0323
47.981,0.0123
47.985,0.0081
47.989,0.0123
48.037,0.1521
48.037,0.1320
48.037,0.1119
48.037,0.0920
48.037,0.0720
48.037,0.0520
48.037,0.0321
48.037,0.0123
48.037,0.0082
48.039,0.0123
48.044,0.0081
48.088,0.1715
48.088,0.1517
48.089,0.1315
48.089,0.1118
48.089,0.0918
48.089,0.0718
48.089,0.0518
48.089,0.0319
48.090,0.0121
48.094,0.0084
48.136,0.1314
48.136,0.1115
48.136,0.0916
48.137,0.0716
48.137,0.0517
48.137,0.0317
48.137,0.0121
48.137,0.0086
48.140,0.0120
48.145,0.0087
48.188,0.1709
48.188,0.1510
48.188,0.1310
48.188,0.1112
48.188,0.0912
48.188,0.0714
48.188,0.0515
48.188,0.0316
48.189,0.0119
48.194,0.0089
48.241,0.1706
48.241,0.1507
48.241,0.1308
48.241,0.1108
48.241,0.0912
48.241,0.0714
48.241,0.0516
48.241,0.0314
48.241,0.0123
48.245,0.0090
48.249,0.0122
48.293,0.1504
48.293,0.1306
48.293,0.1108
48.293,0.0911
48.293,0.0713
48.293,0.0515
48.293,0.0317
48.293,0.0123
48.294,0.0090
48.299,0.0124
48.341,0.1501
48.341,0.1304
48.341,0.1106
48.341,0.0909
48.341,0.0711
48.341,0.0514
48.341,0.0318
48.341,0.0125
48.345,0.0092
48.349,0.0125
48.392,0.1500
48.393,0.1303
48.393,0.1106
48.393,0.0909
48.393,0.0711
48.393,0.0514
48.393,0.0317
48.393,0.0125
48.394,0.0092
48.399,0.0126
48.440,0.1501
48.440,0.1304
48.440,0.1107
48.440,0.0910
48.440,0.0712
48.440,0.0515
48.440,0.0320
48.440,0.0127
48.445,0.0092
48.450,0.0128
48.492,0.1503
48.492,0.1306
48.492,0.1108
48.492,0.0911
48.492,0.0714
48.492,0.0516
48.492,0.0320
48.492,0.0128
48.494,0.0091
48.499,0.0129
48.541,0.1507
48.541,0.1309
48.541,0.1112
48.541,0.0912
48.541,0.0717
48.541,0.0519
48.541,0.0322
48.541,0.0130
48.544,0.0090
48.549,0.0128
48.592,0.1510
48.593,0.1313
48.593,0.1114
48.593,0.0917
48.593,0.0718
48.593,0.0521
48.593,0.0323
48.593,0.0130
48.594,0.0089
48.599,0.0129
48.640,0.1515
48.641,0.1314
48.641,0.1117
48.641,0.0918
48.641,0.0720
48.641,0.0521
48.641,0.0324
48.641,0.0129
48.644,0.0089
48.649,0.0129
48.692,0.1517
48.692,0.1318
48.693,0.1119
48.693,0.0919
48.693,0.0721
48.693,0.0522
48.693,0.0324
48.693,0.0129
48.694,0.0088
48.699,0.0129
48.740,0.1520
48.741,0.1320
48.741,0.1120
48.741,0.0922
48.741,0.0720
48.741,0.0522
48.741,0.0323
48.741,0.0128
48.744,0.0086
48.750,0.0126
48.792,0.1521
48.793,0.1321
48.793,0.1121
48.793,0.0922
48.793,0.0723
48.793,0.0523
48.793,0.0324
48.793,0.0127
48.794,0.0085
48.799,0.0126
48.840,0.1521
48.841,0.1320
48.841,0.1120
48.841,0.0920
48.841,0.0720
48.841,0.0521
48.841,0.0321
48.841,0.0123
48.844,0.0086
48.849,0.0123
48.892,0.1519
48.892,0.1318
48.892,0.1119
48.892,0.0918
48.892,0.0719
48.892,0.0519
48.892,0.0319
48.892,0.0122
48.894,0.0086
48.899,0.0122
48.940,0.1516
48.941,0.1316
48.941,0.1116
48.941,0.0915
48.941,0.0716
48.941,0.0516
48.941,0.0316
48.941,0.0120
48.944,0.0085
48.949,0.0120
48.993,0.1509
48.993,0.1310
48.993,0.1109
48.993,0.0911
48.993,0.0712
48.993,0.0514
48.993,0.0314
48.993,0.0117
48.994,0.0086
48.999,0.0116
49.040,0.1501
49.041,0.1302
49.041,0.1103
49.041,0.0905
49.041,0.0705
49.041,0.0509
49.041,0.0312
49.041,0.0114
49.044,0.0087
49.049,0.0112
49.093,0.1489
49.093,0.1292
49.093,0.1095
49.093,0.0898
49.093,0.0700
49.093,0.0503
49.093,0.0308
49.093,0.0112
49.095,0.0088
49.099,0.0111
49.145,0.1479
49.145,0.1283
49.145,0.1087
49.145,0.0891
49.145,0.0695
49.145,0.0499
49.145,0.0303
49.145,0.0111
49.145,0.0088
49.149,0.0108
49.192,0.1466
49.193,0.1272
49.193,0.1076
49.193,0.0882
49.193,0.0688
49.193,0.0494
49.193,0.0300
49.193,0.0106
49.195,0.0089
49.200,0.0105
49.244,0.1455
49.245,0.1261
49.245,0.1068
49.245,0.0875
49.245,0.0682
49.245,0.0490
49.245,0.0297
49.245,0.0105
49.245,0.0090
49.249,0.0104
49.292,0.1442
49.293,0.1251
49.293,0.1058
49.293,0.0866
49.293,0.0674
49.293,0.0484
49.293,0.0295
49.293,0.0105
49.294,0.0089
49.299,0.0104
49.344,0.1431
49.344,0.1241
49.344,0.1050
49.344,0.0861
49.344,0.0671
49.345,0.0480
49.345,0.0292
49.345,0.0103
49.345,0.0090
49.349,0.0102
49.393,0.1421
49.393,0.1231
49.393,0.1043
49.393,0.0854
49.393,0.0665
49.393,0.0477
49.393,0.0289
49.393,0.0102
49.395,0.0090
49.399,0.0102
49.444,0.1412
49.444,0.1224
49.444,0.1036
49.444,0.0848
49.444,0.0661
49.444,0.0474
49.444,0.0287
49.444,0.0101
49.444,0.0091
49.449,0.0104
49.493,0.1405
49.493,0.1217
49.493,0.1031
49.493,0.0847
49.493,0.0660
49.493,0.0474
49.493,0.0287
49.493,0.0103
49.495,0.0092
49.499,0.0103
49.540,0.1401
49.540,0.1215
49.540,0.1029
49.540,0.0843
49.540,0.0657
49.540,0.0471
49.540,0.0287
49.540,0.0105
49.544,0.0090
49.549,0.0104
49.592,0.1397
49.593,0.1213
49.593,0.1028
49.593,0.0842
49.593,0.0657
49.593,0.0472
49.593,0.0288
49.593,0.0105
49.594,0.0091
49.599,0.0106
49.641,0.1398
49.641,0.1213
49.641,0.1028
49.641,0.0843
49.641,0.0658
49.641,0.0473
49.641,0.0289
49.641,0.0107
49.645,0.0090
49.649,0.0107
49.692,0.1398
49.692,0.1213
49.692,0.1027
49.692,0.0842
49.692,0.0659
49.692,0.0475
49.692,0.0290
49.693,0.0109
49.694,0.0089
49.699,0.0109
49.745,0.1399
49.745,0.1214
49.745,0.1029
49.745,0.0844
49.745,0.0659
49.745,0.0473
49.745,0.0290
49.745,0.0109
49.745,0.0090
49.749,0.0110
49.792,0.1402
49.793,0.1215
49.793,0.1032
49.793,0.0847
49.793,0.0660
49.793,0.0474
49.793,0.0294
49.793,0.0111
49.794,0.0089
49.799,0.0111
49.841,0.1405
49.841,0.1220
49.841,0.1034
49.841,0.0849
49.841,0.0663
49.841,0.0477
49.841,0.0293
49.841,0.0111
49.845,0.0089
49.849,0.0111
49.892,0.1411
49.892,0.1225
49.892,0.1039
49.893,0.0853
49.893,0.0667
49.893,0.0480
49.893,0.0295
49.893,0.0112
49.894,0.0088
49.899,0.0111
49.940,0.1417
49.940,0.1230
49.940,0.1044
49.940,0.0856
49.940,0.0670
49.940,0.0483
49.940,0.0297
49.941,0.0112
49.944,0.0086
49.949,0.0113
49.993,0.1426
49.993,0.1239
49.993,0.1051
49.993,0.0862
49.993,0.0674
49.993,0.0486
49.993,0.0298
49.993,0.0112
49.995,0.0085
49.999,0.0112
50.040,0.1433
50.040,0.1244
50.040,0.1055
50.040,0.0866
50.040,0.0677
50.040,0.0489
50.040,0.0300
50.040,0.0112
50.044,0.0084
50.049,0.0112
50.093,0.1441
50.093,0.1252
50.093,0.1060
50.093,0.0871
50.093,0.0682
50.093,0.0490
50.093,0.0301
50.093,0.0112
50.095,0.0083
50.099,0.0112
50.140,0.1450
50.141,0.1259
50.141,0.1068
50.141,0.0877
50.141,0.0686
50.141,0.0494
50.141,0.0303
50.141,0.0112
50.145,0.0082
50.149,0.0113
50.192,0.1458
50.192,0.1266
50.192,0.1076
50.192,0.0883
50.192,0.0691
50.192,0.0498
50.192,0.0306
50.192,0.0113
50.194,0.0081
50.199,0.0113
50.240,0.1469
50.240,0.1275
50.240,0.1081
50.240,0.0889
50.240,0.0695
50.240,0.0500
50.240,0.0307
50.240,0.0111
50.244,0.0081
50.249,0.0115
50.292,0.1477
50.292,0.1283
50.292,0.1088
50.292,0.0894
50.292,0.0699
50.292,0.0504
50.292,0.0309
50.292,0.0112
50.295,0.0083
50.299,0.0115
50.340,0.1488
50.340,0.1291
50.340,0.1095
50.340,0.0899
50.340,0.0704
50.340,0.0507
50.340,0.0311
50.340,0.0113
50.344,0.0083
50.349,0.0115
50.392,0.1494
50.392,0.1298
50.392,0.1101
50.392,0.0905
50.392,0.0706
50.392,0.0510
50.392,0.0313
50.392,0.0116
50.394,0.0082
50.399,0.0117
50.440,0.1504
50.440,0.1305
50.440,0.1106
50.440,0.0909
50.441,0.0712
50.441,0.0513
50.441,0.0312
50.441,0.0117
50.444,0.0083
50.449,0.0118
50.492,0.1508
50.492,0.1308
50.493,0.1110
50.493,0.0912
50.493,0.0714
50.493,0.0513
50.493,0.0315
50.493,0.0117
50.495,0.0086
50.499,0.0116
50.540,0.1512
50.541,0.1313
50.541,0.1114
50.541,0.0915
50.541,0.0715
50.541,0.0515
50.541,0.0316
50.541,0.0117
50.545,0.0088
50.549,0.0117
50.592,0.1516
50.593,0.1316
50.593,0.1116
50.593,0.0915
50.593,0.0716
50.593,0.0515
50.593,0.0316
50.593,0.0117
50.595,0.0090
50.599,0.0115
50.640,0.1517
50.641,0.1316
50.641,0.1116
50.641,0.0916
50.641,0.0716
50.641,0.0516
50.641,0.0316
50.641,0.0117
50.645,0.0090
50.649,0.0117
50.692,0.1515
50.692,0.1314
50.692,0.1114
50.692,0.0913
50.692,0.0713
50.692,0.0514
50.692,0.0315
50.692,0.0115
50.694,0.0090
50.699,0.0114
50.740,0.1510
50.741,0.1311
50.741,0.1110
50.741,0.0911
50.741,0.0711
50.741,0.0511
50.741,0.0312
50.741,0.0114
50.745,0.0092
50.749,0.0115
50.792,0.1504
50.792,0.1305
50.792,0.1106
50.793,0.0906
50.793,0.0708
50.793,0.0508
50.793,0.0309
50.793,0.0112
50.794,0.0093
50.799,0.0112
50.840,0.1497
50.841,0.1298
50.841,0.1097
50.841,0.0900
50.841,0.0703
50.841,0.0505
50.841,0.0307
50.841,0.0111
50.844,0.0092
50.849,0.0110
50.893,0.1486
50.893,0.1288
50.893,0.1091
50.893,0.0893
50.893,0.0696
50.893,0.0500
50.893,0.0304
50.893,0.0108
50.894,0.0094
50.899,0.0106
50.940,0.1474
50.941,0.1279
50.941,0.1083
50.941,0.0887
50.941,0.0691
50.941,0.0496
50.941,0.0299
50.941,0.0105
50.944,0.0094
50.949,0.0105
50.992,0.1462
50.993,0.1267
50.993,0.1073
50.993,0.0878
50.993,0.0683
50.993,0.0489
50.993,0.0296
50.993,0.0102
50.994,0.0096
50.999,0.0103
51.040,0.1451
51.040,0.1257
51.040,0.1064
51.040,0.0870
51.040,0.0678
51.041,0.0485
51.041,0.0292
51.041,0.0102
51.045,0.0096
51.049,0.0102
51.092,0.1437
51.093,0.1244
51.093,0.1053
51.093,0.0863
51.093,0.0672
51.093,0.0480
51.093,0.0289
51.093,0.0101
51.094,0.0095
51.099,0.0101
51.140,0.1424
51.140,0.1235
51.140,0.1044
51.140,0.0854
51.140,0.0664
51.140,0.0476
51.140,0.0287
51.141,0.0100
51.144,0.0096
51.149,0.0100
51.192,0.1413
51.192,0.1225
51.192,0.1036
51.192,0.0847
51.192,0.0659
51.192,0.0472
51.192,0.0285
51.192,0.0099
51.194,0.0096
51.199,0.0098
51.244,0.1401
51.244,0.1214
51.244,0.1027
51.244,0.0841
51.244,0.0653
51.244,0.0468
51.244,0.0283
51.245,0.0099
51.245,0.0095
51.249,0.0100
51.293,0.1391
51.293,0.1205
51.293,0.1019
51.293,0.0834
51.293,0.0649
51.293,0.0464
51.293,0.0280
51.293,0.0099
51.294,0.0097
51.299,0.0098
51.340,0.1380
51.340,0.1197
51.341,0.1012
51.341,0.0828
51.341,0.0645
51.341,0.0461
51.341,0.0278
51.341,0.0097
51.345,0.0097
51.349,0.0100
51.392,0.1369
51.393,0.1186
51.393,0.1003
51.393,0.0821
51.393,0.0639
51.393,0.0457
51.393,0.0276
51.393,0.0099
51.394,0.0097
51.399,0.0097
51.440,0.1357
51.440,0.1176
51.440,0.0994
51.440,0.0814
51.440,0.0634
51.440,0.0453
51.440,0.0273
51.440,0.0098
51.444,0.0098
51.449,0.0097
51.496,0.1345
51.497,0.1166
51.497,0.0986
51.497,0.0807
51.497,0.0628
51.497,0.0448
51.497,0.0272
51.497,0.0098
51.497,0.0098
51.499,0.0097
51.504,0.0098
51.548,0.1507
51.548,0.1329
51.548,0.1152
51.548,0.0974
51.548,0.0797
51.548,0.0620
51.548,0.0443
51.548,0.0267
51.549,0.0097
51.554,0.0098
51.596,0.1140
51.597,0.0964
51.597,0.0789
51.597,0.0613
51.597,0.0439
51.597,0.0265
51.597,0.0096
51.597,0.0097
51.599,0.0095
51.604,0.0098
51.648,0.1468
51.648,0.1294
51.648,0.1121
51.648,0.0947
51.648,0.0775
51.648,0.0602
51.648,0.0428
51.648,0.0259
51.649,0.0093
51.654,0.0098
51.696,0.1106
51.696,0.0935
51.696,0.0764
51.696,0.0593
51.696,0.0423
51.696,0.0255
51.696,0.0091
51.696,0.0099
51.699,0.0090
51.704,0.0099
51.748,0.1415
51.748,0.1246
51.748,0.1079
51.748,0.0911
51.749,0.0743
51.749,0.0577
51.749,0.0410
51.749,0.0246
51.749,0.0087
51.754,0.0099
51.800,0.1382
51.800,0.1217
51.800,0.1052
51.800,0.0889
51.800,0.0724
51.800,0.0561
51.800,0.0399
51.800,0.0238
51.800,0.0082
51.804,0.0100
51.809,0.0081
51.853,0.1183
51.853,0.1024
51.853,0.0863
51.853,0.0703
51.853,0.0543
51.853,0.0385
51.853,0.0228
51.853,0.0078
51.854,0.0101
51.859,0.0076
51.900,0.1148
51.900,0.0992
51.900,0.0836
51.900,0.0680
51.900,0.0526
51.900,0.0373
51.900,0.0219
51.901,0.0075
51.904,0.0100
51.909,0.0071
51.957,0.1104
51.957,0.0953
51.957,0.0802
51.957,0.0652
51.957,0.0502
51.957,0.0353
51.957,0.0206
51.957,0.0067
51.957,0.0101
51.959,0.0066
51.964,0.0102
52.008,0.1191
52.009,0.1047
52.009,0.0902
52.009,0.0758
52.009,0.0614
52.009,0.0472
52.009,0.0330
52.009,0.0191
52.009,0.0059
52.014,0.0103
52.056,0.0865
52.057,0.0726
52.057,0.0588
52.057,0.0451
52.057,0.0313
52.057,0.0179
52.057,0.0054
52.057,0.0103
52.060,0.0053
52.064,0.0103
52.113,0.1068
52.113,0.0936
52.113,0.0805
52.113,0.0673
52.113,0.0544
52.113,0.0415
52.113,0.0287
52.113,0.0161
52.113,0.0047
52.115,0.0104
52.120,0.0045
52.160,0.0874
52.160,0.0751
52.160,0.0628
52.160,0.0505
52.160,0.0383
52.160,0.0263
52.160,0.0145
52.160,0.0041
52.164,0.0103
52.169,0.0040
52.217,0.0810
52.217,0.0694
52.217,0.0579
52.217,0.0464
52.217,0.0351
52.217,0.0239
52.217,0.0128
52.217,0.0036
52.217,0.0104
52.219,0.0035
52.224,0.0104
52.269,0.0836
52.269,0.0729
52.269,0.0623
52.269,0.0517
52.269,0.0413
52.269,0.0309
52.269,0.0208
52.269,0.0109
52.269,0.0033
52.274,0.0103
52.316,0.0574
52.316,0.0476
52.316,0.0378
52.317,0.0282
52.317,0.0187
52.317,0.0095
52.317,0.0032
52.317,0.0103
52.319,0.0032
52.324,0.0102
52.372,0.0679
52.373,0.0589
52.373,0.0501
52.373,0.0413
52.373,0.0326
52.373,0.0241
52.373,0.0156
52.373,0.0075
52.373,0.0034
52.374,0.0101
52.379,0.0034
52.420,0.0520
52.421,0.0440
52.421,0.0362
52.421,0.0283
52.421,0.0207
52.421,0.0132
52.421,0.0061
52.421,0.0037
52.424,0.0100
52.429,0.0037
52.472,0.0452
52.473,0.0381
52.473,0.0311
52.473,0.0242
52.473,0.0174
52.473,0.0108
52.473,0.0047
52.473,0.0040
52.474,0.0097
52.479,0.0040
52.520,0.0386
52.521,0.0324
52.521,0.0263
52.521,0.0203
52.521,0.0143
52.521,0.0086
52.521,0.0036
52.521,0.0043
52.525,0.0094
52.529,0.0044
52.573,0.0324
52.573,0.0270
52.573,0.0217
52.573,0.0165
52.573,0.0114
52.573,0.0065
52.573,0.0028
52.573,0.0047
52.574,0.0091
52.580,0.0048
52.620,0.0265
52.620,0.0219
52.620,0.0175
52.620,0.0130
52.620,0.0087
52.621,0.0048
52.621,0.0025
52.621,0.0050
52.624,0.0088
52.629,0.0050
52.672,0.0212
52.673,0.0174
52.673,0.0136
52.673,0.0099
52.673,0.0064
52.673,0.0033
52.673,0.0026
52.673,0.0052
52.674,0.0084
52.679,0.0052
52.721,0.0162
52.721,0.0131
52.721,0.0100
52.721,0.0071
52.721,0.0043
52.721,0.0024
52.721,0.0031
52.721,0.0054
52.724,0.0080
52.729,0.0055
52.772,0.0114
52.772,0.0089
52.773,0.0066
52.773,0.0043
52.773,0.0026
52.773,0.0023
52.773,0.0038
