elapsed_time_s,tracking_error_m
27.534,0.0096
27.540,0.0021
27.544,0.0097
27.549,0.0023
27.554,0.0098
27.560,0.0024
27.564,0.0100
27.569,0.0026
27.574,0.0101
27.579,0.0028
27.584,0.0101
27.589,0.0029
27.594,0.0102
27.599,0.0032
27.605,0.0104
27.609,0.0034
27.614,0.0104
27.619,0.0036
27.624,0.0104
27.629,0.0038
27.634,0.0105
27.639,0.0040
27.644,0.0106
27.649,0.0043
27.654,0.0107
27.659,0.0045
27.664,0.0107
27.669,0.0047
27.674,0.0108
27.679,0.0049
27.684,0.0108
27.690,0.0051
27.695,0.0109
27.699,0.0053
27.704,0.0108
27.709,0.0056
27.714,0.0108
27.719,0.0058
27.724,0.0109
27.729,0.0059
27.734,0.0109
27.740,0.0061
27.744,0.0109
27.749,0.0063
27.754,0.0109
27.759,0.0065
27.764,0.0109
27.769,0.0067
27.774,0.0110
27.779,0.0069
27.784,0.0110
27.789,0.0070
27.794,0.0110
27.799,0.0072
27.804,0.0110
27.809,0.0073
27.814,0.0110
27.819,0.0075
27.824,0.0110
27.829,0.0076
27.834,0.0109
27.839,0.0077
27.844,0.0110
27.849,0.0079
27.854,0.0109
27.859,0.0080
27.864,0.0109
27.869,0.0081
27.874,0.0110
27.879,0.0082
27.884,0.0109
27.889,0.0083
27.894,0.0109
27.899,0.0084
27.905,0.0109
27.909,0.0085
27.914,0.0108
27.919,0.0086
27.924,0.0108
27.929,0.0086
27.934,0.0108
27.939,0.0087
27.944,0.0108
27.949,0.0087
27.954,0.0108
27.959,0.0088
27.964,0.0108
27.969,0.0088
27.974,0.0108
27.979,0.0088
27.984,0.0108
27.989,0.0089
27.994,0.0108
27.999,0.0089
28.004,0.0108
28.010,0.0089
28.014,0.0107
28.019,0.0089
28.024,0.0108
28.029,0.0090
28.034,0.0108
28.039,0.0089
28.044,0.0108
28.049,0.0090
28.054,0.0108
28.059,0.0089
28.064,0.0108
28.069,0.0089
28.074,0.0108
28.079,0.0089
28.084,0.0108
28.089,0.0089
28.094,0.0108
28.099,0.0089
28.104,0.0108
28.109,0.0088
28.115,0.0108
28.119,0.0088
28.124,0.0108
28.129,0.0088
28.134,0.0109
28.139,0.0088
28.144,0.0108
28.149,0.0087
28.154,0.0109
28.159,0.0086
28.164,0.0109
28.169,0.0086
28.174,0.0109
28.180,0.0085
28.184,0.0109
28.189,0.0085
28.194,0.0109
28.199,0.0084
28.204,0.0109
28.209,0.0083
28.214,0.0109
28.219,0.0083
28.225,0.0109
28.229,0.0082
28.234,0.0109
28.239,0.0081
28.245,0.0109
28.249,0.0080
28.254,0.0109
28.259,0.0079
28.264,0.0109
28.269,0.0078
28.274,0.0109
28.280,0.0077
28.284,0.0109
28.289,0.0076
28.294,0.0109
28.299,0.0075
28.305,0.0109
28.310,0.0074
28.314,0.0109
28.319,0.0073
28.324,0.0109
28.329,0.0072
28.334,0.0109
28.340,0.0070
28.344,0.0107
28.349,0.0069
28.354,0.0108
28.359,0.0068
28.364,0.0108
28.369,0.0067
28.374,0.0108
28.379,0.0065
28.384,0.0107
28.389,0.0064
28.394,0.0108
28.399,0.0062
28.404,0.0108
28.409,0.0061
28.414,0.0108
28.420,0.0059
28.424,0.0107
28.429,0.0058
28.435,0.0107
28.439,0.0056
28.444,0.0106
28.449,0.0055
28.455,0.0107
28.459,0.0053
28.464,0.0105
28.469,0.0051
28.474,0.0105
28.479,0.0049
28.484,0.0104
28.489,0.0048
28.495,0.0105
28.499,0.0046
28.504,0.0104
28.509,0.0044
28.514,0.0103
28.519,0.0042
28.524,0.0104
28.529,0.0040
28.534,0.0104
28.539,0.0038
28.544,0.0102
28.549,0.0036
28.555,0.0103
28.559,0.0034
28.564,0.0102
28.569,0.0032
28.574,0.0101
28.579,0.0030
28.584,0.0101
28.589,0.0028
28.594,0.0100
28.599,0.0026
28.604,0.0101
28.609,0.0024
28.614,0.0100
28.619,0.0023
28.624,0.0100
28.629,0.0021
28.634,0.0099
28.639,0.0019
28.644,0.0099
28.649,0.0017
28.654,0.0098
28.659,0.0015
28.664,0.0098
28.669,0.0014
28.674,0.0098
28.679,0.0012
28.684,0.0097
28.690,0.0012
28.694,0.0096
28.699,0.0010
28.704,0.0096
28.709,0.0011
28.714,0.0095
28.719,0.0011
28.724,0.0095
28.729,0.0012
28.734,0.0095
28.739,0.0013
28.744,0.0094
28.749,0.0015
28.754,0.0094
28.759,0.0016
28.764,0.0094
28.769,0.0018
28.774,0.0093
28.779,0.0020
28.784,0.0093
28.790,0.0022
28.794,0.0092
28.799,0.0024
28.804,0.0091
28.809,0.0026
28.814,0.0091
28.819,0.0028
28.824,0.0091
28.829,0.0030
28.834,0.0090
28.839,0.0032
28.844,0.0090
28.849,0.0034
28.854,0.0089
28.859,0.0036
28.864,0.0089
28.869,0.0039
28.874,0.0089
28.879,0.0040
28.884,0.0089
28.889,0.0042
28.894,0.0089
28.899,0.0044
28.905,0.0089
28.909,0.0046
28.914,0.0088
28.920,0.0048
28.924,0.0088
28.929,0.0050
28.935,0.0089
28.939,0.0052
28.944,0.0088
28.949,0.0054
28.954,0.0088
28.959,0.0056
28.964,0.0088
28.969,0.0057
28.974,0.0089
28.979,0.0059
28.985,0.0089
28.990,0.0061
28.994,0.0089
28.999,0.0063
29.004,0.0089
29.009,0.0065
29.015,0.0090
29.019,0.0067
29.024,0.0090
29.030,0.0068
29.034,0.0090
29.039,0.0070
29.044,0.0090
29.049,0.0072
29.054,0.0091
29.059,0.0074
29.064,0.0091
29.069,0.0075
29.074,0.0091
29.095,0.0134
29.095,0.0096
29.095,0.0079
29.095,0.0092
29.099,0.0081
29.104,0.0092
29.148,0.0389
29.148,0.0343
29.148,0.0297
29.149,0.0253
29.149,0.0210
29.149,0.0170
29.149,0.0134
29.149,0.0105
29.149,0.0089
29.154,0.0093
29.196,0.0280
29.196,0.0241
29.196,0.0205
29.197,0.0170
29.197,0.0139
29.197,0.0113
29.197,0.0096
29.197,0.0093
29.199,0.0098
29.204,0.0094
29.248,0.0342
29.248,0.0308
29.248,0.0276
29.248,0.0244
29.248,0.0212
29.248,0.0182
29.248,0.0154
29.248,0.0128
29.249,0.0107
29.254,0.0093
29.301,0.0365
29.301,0.0333
29.301,0.0302
29.301,0.0270
29.301,0.0238
29.301,0.0207
29.301,0.0175
29.301,0.0145
29.301,0.0116
29.304,0.0091
29.309,0.0118
29.352,0.0390
29.352,0.0354
29.352,0.0318
29.352,0.0280
29.353,0.0242
29.353,0.0203
29.353,0.0164
29.353,0.0126
29.354,0.0088
29.360,0.0127
29.400,0.0472
29.400,0.0427
29.400,0.0380
29.400,0.0333
29.400,0.0285
29.400,0.0235
29.400,0.0185
29.400,0.0135
29.404,0.0084
29.409,0.0136
29.456,0.0567
29.456,0.0510
29.456,0.0452
29.456,0.0393
29.456,0.0332
29.456,0.0270
29.456,0.0207
29.456,0.0143
29.456,0.0079
29.459,0.0145
29.464,0.0077
29.512,0.0764
29.512,0.0692
29.512,0.0619
29.512,0.0545
29.512,0.0469
29.512,0.0392
29.512,0.0314
29.512,0.0234
29.512,0.0152
29.514,0.0071
29.520,0.0154
29.564,0.0798
29.565,0.0711
29.565,0.0622
29.565,0.0533
29.565,0.0442
29.565,0.0349
29.565,0.0254
29.565,0.0159
29.565,0.0064
29.569,0.0162
29.616,0.0902
29.616,0.0800
29.616,0.0698
29.616,0.0595
29.616,0.0490
29.616,0.0383
29.616,0.0275
29.616,0.0166
29.616,0.0057
29.619,0.0168
29.624,0.0056
29.668,0.1136
29.668,0.1019
29.668,0.0903
29.668,0.0784
29.668,0.0665
29.668,0.0543
29.668,0.0421
29.668,0.0298
29.669,0.0172
29.674,0.0047
29.721,0.1238
29.721,0.1109
29.721,0.0980
29.721,0.0850
29.721,0.0716
29.721,0.0583
29.721,0.0448
29.721,0.0312
29.721,0.0176
29.725,0.0039
29.729,0.0177
29.777,0.1190
29.777,0.1049
29.777,0.0907
29.777,0.0763
29.777,0.0618
29.777,0.0472
29.777,0.0325
29.777,0.0177
29.777,0.0030
29.779,0.0178
29.784,0.0027
29.828,0.1428
29.829,0.1275
29.829,0.1121
29.829,0.0967
29.829,0.0810
29.829,0.0653
29.829,0.0496
29.829,0.0338
29.829,0.0178
29.834,0.0019
29.876,0.1160
29.877,0.0998
29.877,0.0835
29.877,0.0672
29.877,0.0508
29.877,0.0342
29.877,0.0176
29.877,0.0011
29.879,0.0176
29.884,0.0010
29.929,0.1545
29.929,0.1377
29.929,0.1206
29.929,0.1035
29.929,0.0863
29.929,0.0691
29.929,0.0519
29.929,0.0345
29.930,0.0170
29.934,0.0009
29.977,0.1228
29.977,0.1053
29.977,0.0876
29.977,0.0699
29.977,0.0522
29.977,0.0345
29.977,0.0166
29.977,0.0014
29.979,0.0165
29.984,0.0016
30.028,0.1613
30.029,0.1432
30.029,0.1251
30.029,0.1070
30.029,0.0889
30.029,0.0706
30.029,0.0524
30.029,0.0340
30.029,0.0158
30.034,0.0028
30.076,0.1256
30.076,0.1075
30.076,0.0891
30.077,0.0706
30.077,0.0522
30.077,0.0335
30.077,0.0150
30.077,0.0035
30.079,0.0150
30.084,0.0036
30.128,0.1630
30.128,0.1443
30.128,0.1258
30.128,0.1072
30.129,0.0887
30.129,0.0700
30.129,0.0514
30.129,0.0327
30.129,0.0141
30.134,0.0046
30.176,0.1253
30.177,0.1066
30.177,0.0880
30.177,0.0693
30.177,0.0507
30.177,0.0320
30.177,0.0132
30.177,0.0055
30.179,0.0130
30.184,0.0056
30.228,0.1607
30.228,0.1420
30.229,0.1234
30.229,0.1050
30.229,0.0863
30.229,0.0677
30.229,0.0493
30.229,0.0305
30.229,0.0122
30.234,0.0064
30.281,0.1583
30.281,0.1399
30.281,0.1216
30.281,0.1031
30.281,0.0847
30.281,0.0662
30.281,0.0479
30.281,0.0295
30.281,0.0113
30.284,0.0071
30.289,0.0112
30.332,0.1374
30.332,0.1192
30.332,0.1010
30.332,0.0827
30.332,0.0648
30.332,0.0467
30.332,0.0286
30.332,0.0107
30.334,0.0078
30.339,0.0104
30.380,0.1346
30.381,0.1167
30.381,0.0988
30.381,0.0810
30.381,0.0632
30.381,0.0453
30.381,0.0276
30.381,0.0100
30.385,0.0083
30.389,0.0099
30.432,0.1313
30.432,0.1138
30.433,0.0964
30.433,0.0789
30.433,0.0614
30.433,0.0440
30.433,0.0267
30.433,0.0097
30.434,0.0089
30.439,0.0094
30.480,0.1282
30.480,0.1111
30.480,0.0940
30.481,0.0768
30.481,0.0598
30.481,0.0427
30.481,0.0257
30.481,0.0093
30.484,0.0093
30.489,0.0093
30.532,0.1251
30.532,0.1084
30.532,0.0915
30.532,0.0748
30.532,0.0580
30.532,0.0413
30.532,0.0249
30.532,0.0092
30.534,0.0096
30.539,0.0092
30.581,0.1222
30.581,0.1057
30.581,0.0893
30.581,0.0730
30.581,0.0567
30.581,0.0405
30.581,0.0244
30.581,0.0091
30.585,0.0100
30.589,0.0092
30.632,0.1197
30.633,0.1036
30.633,0.0875
30.633,0.0715
30.633,0.0555
30.633,0.0397
30.633,0.0240
30.633,0.0094
30.635,0.0103
30.639,0.0094
30.684,0.1175
30.684,0.1017
30.684,0.0860
30.685,0.0702
30.685,0.0547
30.685,0.0392
30.685,0.0239
30.685,0.0098
30.685,0.0104
30.689,0.0099
30.737,0.1157
30.737,0.1003
30.737,0.0848
30.737,0.0694
30.737,0.0541
30.737,0.0389
30.737,0.0239
30.737,0.0103
30.737,0.0105
30.740,0.0103
30.744,0.0106
30.788,0.1295
30.788,0.1144
30.788,0.0991
30.788,0.0840
30.788,0.0689
30.788,0.0538
30.788,0.0389
30.788,0.0242
30.789,0.0109
30.794,0.0107
30.836,0.0988
30.837,0.0837
30.837,0.0688
30.837,0.0538
30.837,0.0390
30.837,0.0244
30.837,0.0114
30.837,0.0107
30.839,0.0115
30.844,0.0107
30.892,0.1289
30.893,0.1140
30.893,0.0990
30.893,0.0841
30.893,0.0692
30.893,0.0543
30.893,0.0396
30.893,0.0251
30.893,0.0121
30.894,0.0106
30.899,0.0122
30.944,0.1146
30.945,0.0997
30.945,0.0847
30.945,0.0699
30.945,0.0550
30.945,0.0402
30.945,0.0257
30.945,0.0127
30.945,0.0106
30.949,0.0128
30.993,0.1158
30.993,0.1008
30.993,0.0857
30.993,0.0708
30.993,0.0558
30.993,0.0410
30.993,0.0263
30.993,0.0133
30.994,0.0104
30.999,0.0134
31.040,0.1174
31.040,0.1022
31.040,0.0871
31.041,0.0719
31.041,0.0568
31.041,0.0419
31.041,0.0272
31.041,0.0137
31.044,0.0103
31.049,0.0138
31.093,0.1192
31.093,0.1039
31.093,0.0886
31.093,0.0733
31.093,0.0579
31.093,0.0428
31.093,0.0279
31.093,0.0141
31.095,0.0101
31.099,0.0143
31.140,0.1214
31.141,0.1059
31.141,0.0904
31.141,0.0747
31.141,0.0593
31.141,0.0438
31.141,0.0286
31.141,0.0145
31.144,0.0098
31.149,0.0147
31.196,0.1238
31.197,0.1080
31.197,0.0922
31.197,0.0764
31.197,0.0606
31.197,0.0449
31.197,0.0294
31.197,0.0148
31.197,0.0097
31.199,0.0149
31.204,0.0096
31.248,0.1429
31.248,0.1268
31.248,0.1106
31.248,0.0943
31.249,0.0782
31.249,0.0622
31.249,0.0461
31.249,0.0301
31.249,0.0152
31.254,0.0093
31.300,0.1456
31.300,0.1292
31.301,0.1128
31.301,0.0963
31.301,0.0799
31.301,0.0634
31.301,0.0470
31.301,0.0308
31.301,0.0154
31.304,0.0091
31.309,0.0154
31.356,0.1318
31.357,0.1149
31.357,0.0982
31.357,0.0815
31.357,0.0647
31.357,0.0480
31.357,0.0314
31.357,0.0156
31.357,0.0088
31.359,0.0156
31.364,0.0087
31.408,0.1519
31.409,0.1347
31.409,0.1176
31.409,0.1005
31.409,0.0833
31.409,0.0661
31.409,0.0490
31.409,0.0320
31.409,0.0156
31.414,0.0086
31.460,0.1547
31.461,0.1372
31.461,0.1198
31.461,0.1023
31.461,0.0848
31.461,0.0673
31.461,0.0498
31.461,0.0323
31.461,0.0157
31.465,0.0084
31.469,0.0157
31.516,0.1395
31.516,0.1217
31.517,0.1039
31.517,0.0861
31.517,0.0682
31.517,0.0505
31.517,0.0328
31.517,0.0156
31.517,0.0082
31.519,0.0157
31.524,0.0081
31.568,0.1601
31.569,0.1421
31.569,0.1239
31.569,0.1057
31.569,0.0875
31.569,0.0694
31.569,0.0512
31.569,0.0332
31.569,0.0157
31.574,0.0080
31.621,0.1623
31.621,0.1440
31.621,0.1255
31.621,0.1071
31.621,0.0886
31.621,0.0702
31.621,0.0517
31.621,0.0334
31.621,0.0155
31.624,0.0079
31.629,0.0155
31.672,0.1456
31.672,0.1270
31.672,0.1083
31.672,0.0896
31.672,0.0709
31.672,0.0522
31.672,0.0336
31.672,0.0154
31.674,0.0078
31.679,0.0153
31.720,0.1472
31.720,0.1283
31.721,0.1094
31.721,0.0905
31.721,0.0714
31.721,0.0525
31.721,0.0337
31.721,0.0153
31.724,0.0077
31.730,0.0152
31.772,0.1486
31.772,0.1294
31.772,0.1103
31.772,0.0912
31.772,0.0719
31.772,0.0528
31.772,0.0339
31.772,0.0151
31.775,0.0077
31.779,0.0150
31.820,0.1497
31.821,0.1305
31.821,0.1112
31.821,0.0919
31.821,0.0724
31.821,0.0530
31.821,0.0338
31.821,0.0148
31.824,0.0076
31.829,0.0149
31.876,0.1506
31.876,0.1310
31.876,0.1115
31.876,0.0921
31.876,0.0725
31.876,0.0531
31.876,0.0335
31.876,0.0146
31.876,0.0076
31.879,0.0145
31.884,0.0076
31.929,0.1712
31.929,0.1516
31.929,0.1318
31.929,0.1122
31.929,0.0924
31.929,0.0728
31.929,0.0529
31.929,0.0335
31.929,0.0142
31.934,0.0078
31.976,0.1322
31.977,0.1124
31.977,0.0926
31.977,0.0728
31.977,0.0531
31.977,0.0335
31.977,0.0140
31.977,0.0077
31.980,0.0139
31.984,0.0079
32.028,0.1721
32.028,0.1522
32.028,0.1325
32.028,0.1126
32.028,0.0928
32.029,0.0728
32.029,0.0530
32.029,0.0332
32.029,0.0136
32.034,0.0079
32.076,0.1325
32.076,0.1126
32.076,0.0927
32.076,0.0728
32.076,0.0528
32.076,0.0330
32.076,0.0134
32.076,0.0080
32.079,0.0134
32.085,0.0080
32.128,0.1727
32.128,0.1526
32.128,0.1326
32.128,0.1127
32.129,0.0927
32.129,0.0727
32.129,0.0527
32.129,0.0328
32.129,0.0132
32.134,0.0080
32.176,0.1327
32.176,0.1126
32.176,0.0925
32.176,0.0726
32.176,0.0525
32.176,0.0326
32.176,0.0128
32.177,0.0082
32.179,0.0128
32.184,0.0082
32.229,0.1724
32.229,0.1524
32.229,0.1324
32.229,0.1124
32.229,0.0923
32.229,0.0723
32.229,0.0523
32.229,0.0323
32.229,0.0125
32.234,0.0083
32.276,0.1322
32.277,0.1122
32.277,0.0921
32.277,0.0721
32.277,0.0520
32.277,0.0321
32.277,0.0123
32.277,0.0085
32.279,0.0122
32.284,0.0085
32.329,0.1720
32.329,0.1521
32.329,0.1320
32.329,0.1120
32.329,0.0919
32.329,0.0718
32.329,0.0519
32.329,0.0319
32.329,0.0119
32.334,0.0086
32.377,0.1318
32.377,0.1118
32.377,0.0918
32.377,0.0717
32.377,0.0518
32.377,0.0316
32.377,0.0117
32.377,0.0086
32.379,0.0117
32.384,0.0087
32.433,0.1714
32.433,0.1515
32.433,0.1314
32.433,0.1114
32.433,0.0914
32.433,0.0714
32.433,0.0514
32.433,0.0314
32.433,0.0115
32.434,0.0088
32.439,0.0115
32.485,0.1512
32.485,0.1312
32.485,0.1111
32.485,0.0912
32.485,0.0712
32.485,0.0512
32.485,0.0313
32.485,0.0113
32.485,0.0089
32.489,0.0113
32.533,0.1511
32.533,0.1311
32.533,0.1111
32.533,0.0910
32.533,0.0711
32.533,0.0511
32.533,0.0310
32.533,0.0112
32.535,0.0090
32.539,0.0111
32.580,0.1510
32.580,0.1307
32.580,0.1109
32.580,0.0911
32.580,0.0711
32.580,0.0511
32.580,0.0311
32.580,0.0112
32.584,0.0090
32.589,0.0111
32.632,0.1510
32.632,0.1310
32.632,0.1110
32.632,0.0910
32.632,0.0710
32.632,0.0509
32.632,0.0310
32.632,0.0109
32.634,0.0091
32.639,0.0109
32.681,0.1508
32.681,0.1308
32.681,0.1108
32.681,0.0908
32.681,0.0709
32.681,0.0508
32.681,0.0309
32.681,0.0108
32.684,0.0091
32.689,0.0110
32.732,0.1508
32.732,0.1308
32.732,0.1108
32.732,0.0908
32.733,0.0708
32.733,0.0508
32.733,0.0309
32.733,0.0108
32.734,0.0092
32.739,0.0108
32.781,0.1508
32.781,0.1308
32.781,0.1108
32.781,0.0908
32.781,0.0708
32.781,0.0508
32.781,0.0308
32.781,0.0107
32.784,0.0093
32.789,0.0108
32.832,0.1508
32.832,0.1308
32.832,0.1108
32.832,0.0907
32.832,0.0707
32.832,0.0507
32.832,0.0307
32.832,0.0107
32.834,0.0094
32.839,0.0106
32.884,0.1507
32.885,0.1307
32.885,0.1106
32.885,0.0904
32.885,0.0706
32.885,0.0506
32.885,0.0306
32.885,0.0106
32.885,0.0095
32.889,0.0106
32.933,0.1505
32.933,0.1305
32.933,0.1104
32.933,0.0904
32.933,0.0704
32.933,0.0505
32.933,0.0305
32.933,0.0105
32.934,0.0096
32.939,0.0106
32.980,0.1501
32.980,0.1301
32.981,0.1101
32.981,0.0901
32.981,0.0702
32.981,0.0502
32.981,0.0302
32.981,0.0103
32.985,0.0097
32.989,0.0103
33.033,0.1490
33.033,0.1292
33.033,0.1093
33.033,0.0893
33.033,0.0695
33.033,0.0497
33.033,0.0297
33.033,0.0100
33.035,0.0099
33.039,0.0101
33.081,0.1476
33.081,0.1279
33.081,0.1082
33.081,0.0885
33.081,0.0688
33.081,0.0491
33.081,0.0293
33.081,0.0097
33.085,0.0101
33.089,0.0097
33.133,0.1457
33.133,0.1262
33.133,0.1067
33.133,0.0871
33.133,0.0676
33.133,0.0481
33.133,0.0286
33.133,0.0093
33.134,0.0102
33.139,0.0094
33.180,0.1431
33.181,0.1239
33.181,0.1044
33.181,0.0853
33.181,0.0662
33.181,0.0470
33.181,0.0279
33.181,0.0089
33.184,0.0104
33.189,0.0087
33.237,0.1400
33.237,0.1211
33.237,0.1021
33.237,0.0831
33.237,0.0644
33.237,0.0457
33.237,0.0269
33.237,0.0083
33.237,0.0106
33.240,0.0081
33.244,0.0108
33.288,0.1539
33.288,0.1354
33.288,0.1171
33.288,0.0986
33.288,0.0803
33.288,0.0620
33.288,0.0438
33.288,0.0255
33.289,0.0075
33.294,0.0109
33.341,0.1492
33.341,0.1311
33.341,0.1132
33.341,0.0954
33.341,0.0775
33.341,0.0597
33.341,0.0420
33.341,0.0243
33.341,0.0068
33.344,0.0112
33.349,0.0067
33.392,0.1263
33.392,0.1088
33.392,0.0915
33.392,0.0743
33.392,0.0571
33.392,0.0400
33.392,0.0229
33.392,0.0061
33.394,0.0112
33.399,0.0060
33.444,0.1211
33.444,0.1042
33.444,0.0875
33.445,0.0709
33.445,0.0544
33.445,0.0378
33.445,0.0215
33.445,0.0054
33.445,0.0114
33.449,0.0052
33.493,0.1154
33.493,0.0994
33.493,0.0833
33.493,0.0675
33.493,0.0516
33.493,0.0357
33.493,0.0200
33.493,0.0047
33.494,0.0115
33.499,0.0045
33.540,0.1096
33.540,0.0943
33.540,0.0790
33.540,0.0638
33.540,0.0487
33.540,0.0335
33.540,0.0186
33.540,0.0041
33.544,0.0115
33.549,0.0039
33.592,0.1036
33.593,0.0890
33.593,0.0744
33.593,0.0600
33.593,0.0455
33.593,0.0313
33.593,0.0172
33.593,0.0037
33.595,0.0116
33.599,0.0035
33.640,0.0978
33.641,0.0838
33.641,0.0701
33.641,0.0564
33.641,0.0428
33.641,0.0292
33.641,0.0158
33.641,0.0033
33.644,0.0115
33.649,0.0033
33.697,0.0923
33.697,0.0792
33.697,0.0661
33.697,0.0531
33.697,0.0402
33.697,0.0274
33.697,0.0147
33.697,0.0032
33.697,0.0114
33.700,0.0031
33.704,0.0113
33.753,0.0989
33.753,0.0865
33.753,0.0741
33.753,0.0619
33.753,0.0497
33.753,0.0375
33.753,0.0255
33.753,0.0135
33.753,0.0031
33.754,0.0110
33.759,0.0031
33.800,0.0823
33.800,0.0705
33.801,0.0589
33.801,0.0471
33.801,0.0357
33.801,0.0242
33.801,0.0129
33.801,0.0031
33.804,0.0106
33.809,0.0031
33.852,0.0788
33.852,0.0676
33.852,0.0563
33.852,0.0453
33.852,0.0342
33.852,0.0233
33.852,0.0124
33.852,0.0031
33.855,0.0103
33.859,0.0030
33.900,0.0760
33.901,0.0652
33.901,0.0545
33.901,0.0438
33.901,0.0331
33.901,0.0225
33.901,0.0121
33.901,0.0030
33.905,0.0099
33.909,0.0030
33.956,0.0738
33.957,0.0634
33.957,0.0530
33.957,0.0427
33.957,0.0324
33.957,0.0220
33.957,0.0118
33.957,0.0029
33.957,0.0094
33.959,0.0029
33.964,0.0093
34.008,0.0824
34.008,0.0722
34.009,0.0621
34.009,0.0520
34.009,0.0418
34.009,0.0318
34.009,0.0218
34.009,0.0118
34.009,0.0029
34.014,0.0088
34.061,0.0816
34.061,0.0716
34.061,0.0616
34.061,0.0516
34.061,0.0417
34.061,0.0317
34.061,0.0218
34.061,0.0120
34.061,0.0029
34.065,0.0083
34.069,0.0029
34.112,0.0716
34.112,0.0617
34.112,0.0518
34.112,0.0419
34.112,0.0320
34.112,0.0222
34.112,0.0124
34.112,0.0030
34.114,0.0079
34.119,0.0030
34.160,0.0723
34.161,0.0624
34.161,0.0525
34.161,0.0425
34.161,0.0326
34.161,0.0228
34.161,0.0129
34.161,0.0033
34.164,0.0074
34.169,0.0034
34.212,0.0734
34.212,0.0635
34.212,0.0536
34.212,0.0435
34.212,0.0335
34.212,0.0235
34.212,0.0135
34.212,0.0038
34.214,0.0069
34.219,0.0040
34.264,0.0754
34.265,0.0653
34.265,0.0551
34.265,0.0449
34.265,0.0347
34.265,0.0246
34.265,0.0144
34.265,0.0044
34.265,0.0065
34.269,0.0045
34.313,0.0777
34.313,0.0673
34.313,0.0570
34.313,0.0466
34.313,0.0362
34.313,0.0257
34.313,0.0153
34.313,0.0051
34.314,0.0062
34.319,0.0052
34.365,0.0806
34.365,0.0700
34.365,0.0593
34.365,0.0486
34.365,0.0379
34.365,0.0272
34.365,0.0164
34.365,0.0058
34.365,0.0058
34.369,0.0059
34.416,0.0840
34.416,0.0730
34.416,0.0620
34.416,0.0509
34.416,0.0397
34.416,0.0286
34.416,0.0176
34.416,0.0066
34.416,0.0055
34.419,0.0067
34.424,0.0055
34.472,0.0999
34.473,0.0884
34.473,0.0769
34.473,0.0654
34.473,0.0539
34.473,0.0422
34.473,0.0306
34.473,0.0190
34.473,0.0074
34.474,0.0053
34.479,0.0075
34.521,0.0925
34.521,0.0805
34.521,0.0685
34.521,0.0565
34.521,0.0444
34.521,0.0323
34.521,0.0202
34.521,0.0081
34.525,0.0052
34.530,0.0081
34.577,0.0965
34.577,0.0842
34.577,0.0717
34.577,0.0590
34.577,0.0465
34.577,0.0339
34.577,0.0213
34.577,0.0088
34.577,0.0050
34.580,0.0088
34.584,0.0050
34.628,0.1145
34.628,0.1015
34.628,0.0884
34.628,0.0753
34.628,0.0623
34.628,0.0491
34.628,0.0359
34.628,0.0227
34.629,0.0095
34.634,0.0048
34.676,0.0913
34.677,0.0778
34.677,0.0643
34.677,0.0506
34.677,0.0371
34.677,0.0235
34.677,0.0099
34.677,0.0048
34.680,0.0100
34.684,0.0048
34.732,0.1232
34.733,0.1091
34.733,0.0953
34.733,0.0812
34.733,0.0671
34.733,0.0529
34.733,0.0388
34.733,0.0245
34.733,0.0104
34.734,0.0048
34.739,0.0105
34.780,0.1127
34.780,0.0983
34.780,0.0837
34.780,0.0692
34.780,0.0546
